Content,pair_type,SoundA,SoundB,SoundX,delay,mora
ムロデラ,1-3 pair,stimuli/1-3 pair_murotera1.wav,stimuli/1-3 pair_murotera7.wav,stimuli/1-3 pair_murotera3.wav,1000,4
ムロデラ,1-3 pair,stimuli/1-3 pair_murotera1.wav,stimuli/1-3 pair_murotera7.wav,stimuli/1-3 pair_murotera4.wav,1000,4
ムロデラ,1-3 pair,stimuli/1-3 pair_murotera1.wav,stimuli/1-3 pair_murotera7.wav,stimuli/1-3 pair_murotera5.wav,1000,4
ムロデラ,1-3 pair,stimuli/1-3 pair_murotera1.wav,stimuli/1-3 pair_murotera7.wav,stimuli/1-3 pair_murotera6.wav,1000,4
ムロレラ,0-1 pair,stimuli/0-1 pair_murorera1.wav,stimuli/0-1 pair_murorera7.wav,stimuli/0-1 pair_murorera2.wav,1000,4
ムロレラ,0-1 pair,stimuli/0-1 pair_murorera7.wav,stimuli/0-1 pair_murorera1.wav,stimuli/0-1 pair_murorera3.wav,1000,4
ムロレラ,0-1 pair,stimuli/0-1 pair_murorera1.wav,stimuli/0-1 pair_murorera7.wav,stimuli/0-1 pair_murorera4.wav,1000,4
ムロレラ,0-1 pair,stimuli/0-1 pair_murorera1.wav,stimuli/0-1 pair_murorera7.wav,stimuli/0-1 pair_murorera5.wav,1000,4
ムロレラ,0-1 pair,stimuli/0-1 pair_murorera1.wav,stimuli/0-1 pair_murorera7.wav,stimuli/0-1 pair_murorera6.wav,1000,4
ムロレラ,1-3 pair,stimuli/1-3 pair_murorera1.wav,stimuli/1-3 pair_murorera7.wav,stimuli/1-3 pair_murorera2.wav,1000,4
ムロレラ,1-3 pair,stimuli/1-3 pair_murorera7.wav,stimuli/1-3 pair_murorera1.wav,stimuli/1-3 pair_murorera3.wav,1000,4
ムロレラ,1-3 pair,stimuli/1-3 pair_murorera1.wav,stimuli/1-3 pair_murorera7.wav,stimuli/1-3 pair_murorera4.wav,1000,4
ムロレラ,1-3 pair,stimuli/1-3 pair_murorera1.wav,stimuli/1-3 pair_murorera7.wav,stimuli/1-3 pair_murorera5.wav,1000,4
ムロレラ,1-3 pair,stimuli/1-3 pair_murorera1.wav,stimuli/1-3 pair_murorera7.wav,stimuli/1-3 pair_murorera6.wav,1000,4
ムテラ,0-1 pair,stimuli/0-1 pair_mutera1.wav,stimuli/0-1 pair_mutera7.wav,stimuli/0-1 pair_mutera2.wav,750,3
ムテラ,0-1 pair,stimuli/0-1 pair_mutera7.wav,stimuli/0-1 pair_mutera1.wav,stimuli/0-1 pair_mutera3.wav,750,3
ムテラ,0-1 pair,stimuli/0-1 pair_mutera7.wav,stimuli/0-1 pair_mutera1.wav,stimuli/0-1 pair_mutera4.wav,750,3
ムテラ,0-1 pair,stimuli/0-1 pair_mutera7.wav,stimuli/0-1 pair_mutera1.wav,stimuli/0-1 pair_mutera5.wav,750,3
ムテラ,0-1 pair,stimuli/0-1 pair_mutera7.wav,stimuli/0-1 pair_mutera1.wav,stimuli/0-1 pair_mutera6.wav,750,3
ムテラ,1-2 pair,stimuli/1-2 pair_mutera1.wav,stimuli/1-2 pair_mutera7.wav,stimuli/1-2 pair_mutera2.wav,750,3
ムテラ,1-2 pair,stimuli/1-2 pair_mutera7.wav,stimuli/1-2 pair_mutera1.wav,stimuli/1-2 pair_mutera3.wav,750,3
ムテラ,1-2 pair,stimuli/1-2 pair_mutera7.wav,stimuli/1-2 pair_mutera1.wav,stimuli/1-2 pair_mutera4.wav,750,3
ムテラ,1-2 pair,stimuli/1-2 pair_mutera7.wav,stimuli/1-2 pair_mutera1.wav,stimuli/1-2 pair_mutera5.wav,750,3
ムテラ,1-2 pair,stimuli/1-2 pair_mutera7.wav,stimuli/1-2 pair_mutera1.wav,stimuli/1-2 pair_mutera6.wav,750,3
ムデラ,0-1 pair,stimuli/0-1 pair_mudera1.wav,stimuli/0-1 pair_mudera7.wav,stimuli/0-1 pair_mudera2.wav,750,3
ムデラ,0-1 pair,stimuli/0-1 pair_mudera1.wav,stimuli/0-1 pair_mudera7.wav,stimuli/0-1 pair_mudera3.wav,750,3
ムデラ,0-1 pair,stimuli/0-1 pair_mudera1.wav,stimuli/0-1 pair_mudera7.wav,stimuli/0-1 pair_mudera4.wav,750,3
ムデラ,0-1 pair,stimuli/0-1 pair_mudera1.wav,stimuli/0-1 pair_mudera7.wav,stimuli/0-1 pair_mudera5.wav,750,3
ムデラ,0-1 pair,stimuli/0-1 pair_mudera7.wav,stimuli/0-1 pair_mudera1.wav,stimuli/0-1 pair_mudera6.wav,750,3
ムデラ,1-2 pair,stimuli/1-2 pair_mudera7.wav,stimuli/1-2 pair_mudera1.wav,stimuli/1-2 pair_mudera2.wav,750,3
ムデラ,1-2 pair,stimuli/1-2 pair_mudera7.wav,stimuli/1-2 pair_mudera1.wav,stimuli/1-2 pair_mudera3.wav,750,3
ムデラ,1-2 pair,stimuli/1-2 pair_mudera7.wav,stimuli/1-2 pair_mudera1.wav,stimuli/1-2 pair_mudera4.wav,750,3
ムデラ,1-2 pair,stimuli/1-2 pair_mudera1.wav,stimuli/1-2 pair_mudera7.wav,stimuli/1-2 pair_mudera5.wav,750,3
ムデラ,1-2 pair,stimuli/1-2 pair_mudera7.wav,stimuli/1-2 pair_mudera1.wav,stimuli/1-2 pair_mudera6.wav,750,3
ムレラ,0-1 pair,stimuli/0-1 pair_murera1.wav,stimuli/0-1 pair_murera7.wav,stimuli/0-1 pair_murera2.wav,750,3
ムレラ,0-1 pair,stimuli/0-1 pair_murera7.wav,stimuli/0-1 pair_murera1.wav,stimuli/0-1 pair_murera3.wav,750,3
ムレラ,0-1 pair,stimuli/0-1 pair_murera1.wav,stimuli/0-1 pair_murera7.wav,stimuli/0-1 pair_murera4.wav,750,3
ムレラ,0-1 pair,stimuli/0-1 pair_murera7.wav,stimuli/0-1 pair_murera1.wav,stimuli/0-1 pair_murera5.wav,750,3
ムレラ,0-1 pair,stimuli/0-1 pair_murera7.wav,stimuli/0-1 pair_murera1.wav,stimuli/0-1 pair_murera6.wav,750,3
ムレラ,1-2 pair,stimuli/1-2 pair_murera7.wav,stimuli/1-2 pair_murera1.wav,stimuli/1-2 pair_murera2.wav,750,3
ムレラ,1-2 pair,stimuli/1-2 pair_murera7.wav,stimuli/1-2 pair_murera1.wav,stimuli/1-2 pair_murera3.wav,750,3
ムレラ,1-2 pair,stimuli/1-2 pair_murera1.wav,stimuli/1-2 pair_murera7.wav,stimuli/1-2 pair_murera4.wav,750,3
ムレラ,1-2 pair,stimuli/1-2 pair_murera1.wav,stimuli/1-2 pair_murera7.wav,stimuli/1-2 pair_murera5.wav,750,3
ムレラ,1-2 pair,stimuli/1-2 pair_murera7.wav,stimuli/1-2 pair_murera1.wav,stimuli/1-2 pair_murera6.wav,750,3
レレレレ,0-1 pair,stimuli/0-1 pair_rererere1.wav,stimuli/0-1 pair_rererere7.wav,stimuli/0-1 pair_rererere2.wav,1000,4
レレレレ,0-1 pair,stimuli/0-1 pair_rererere7.wav,stimuli/0-1 pair_rererere1.wav,stimuli/0-1 pair_rererere3.wav,1000,4
レレレレ,0-1 pair,stimuli/0-1 pair_rererere1.wav,stimuli/0-1 pair_rererere7.wav,stimuli/0-1 pair_rererere4.wav,1000,4
レレレレ,0-1 pair,stimuli/0-1 pair_rererere7.wav,stimuli/0-1 pair_rererere1.wav,stimuli/0-1 pair_rererere5.wav,1000,4
レレレレ,0-1 pair,stimuli/0-1 pair_rererere1.wav,stimuli/0-1 pair_rererere7.wav,stimuli/0-1 pair_rererere6.wav,1000,4
レレレレ,1-3 pair,stimuli/1-3 pair_rererere7.wav,stimuli/1-3 pair_rererere1.wav,stimuli/1-3 pair_rererere2.wav,1000,4
レレレレ,1-3 pair,stimuli/1-3 pair_rererere7.wav,stimuli/1-3 pair_rererere1.wav,stimuli/1-3 pair_rererere3.wav,1000,4
レレレレ,1-3 pair,stimuli/1-3 pair_rererere7.wav,stimuli/1-3 pair_rererere1.wav,stimuli/1-3 pair_rererere4.wav,1000,4
レレレレ,1-3 pair,stimuli/1-3 pair_rererere1.wav,stimuli/1-3 pair_rererere7.wav,stimuli/1-3 pair_rererere5.wav,1000,4
レレレレ,1-3 pair,stimuli/1-3 pair_rererere1.wav,stimuli/1-3 pair_rererere7.wav,stimuli/1-3 pair_rererere6.wav,1000,4
レレレ,0-1 pair,stimuli/0-1 pair_rerere1.wav,stimuli/0-1 pair_rerere5.wav,stimuli/0-1 pair_rerere2.wav,750,3
レレレ,0-1 pair,stimuli/0-1 pair_rerere1.wav,stimuli/0-1 pair_rerere5.wav,stimuli/0-1 pair_rerere3.wav,750,3
レレレ,0-1 pair,stimuli/0-1 pair_rerere5.wav,stimuli/0-1 pair_rerere1.wav,stimuli/0-1 pair_rerere4.wav,750,3
レレレ,1-2 pair,stimuli/1-2 pair_rerere1.wav,stimuli/1-2 pair_rerere5.wav,stimuli/1-2 pair_rerere2.wav,750,3
レレレ,1-2 pair,stimuli/1-2 pair_rerere5.wav,stimuli/1-2 pair_rerere1.wav,stimuli/1-2 pair_rerere3.wav,750,3
レレレ,1-2 pair,stimuli/1-2 pair_rerere5.wav,stimuli/1-2 pair_rerere1.wav,stimuli/1-2 pair_rerere4.wav,750,3
レテレ,0-1 pair,stimuli/0-1 pair_retere5.wav,stimuli/0-1 pair_retere1.wav,stimuli/0-1 pair_retere2.wav,750,3
レテレ,0-1 pair,stimuli/0-1 pair_retere1.wav,stimuli/0-1 pair_retere5.wav,stimuli/0-1 pair_retere3.wav,750,3
レテレ,0-1 pair,stimuli/0-1 pair_retere5.wav,stimuli/0-1 pair_retere1.wav,stimuli/0-1 pair_retere4.wav,750,3
レテレ,1-2 pair,stimuli/1-2 pair_retere1.wav,stimuli/1-2 pair_retere5.wav,stimuli/1-2 pair_retere2.wav,750,3
レテレ,1-2 pair,stimuli/1-2 pair_retere1.wav,stimuli/1-2 pair_retere5.wav,stimuli/1-2 pair_retere3.wav,750,3
レテレ,1-2 pair,stimuli/1-2 pair_retere5.wav,stimuli/1-2 pair_retere1.wav,stimuli/1-2 pair_retere4.wav,750,3
レデレ,0-1 pair,stimuli/0-1 pair_redere5.wav,stimuli/0-1 pair_redere1.wav,stimuli/0-1 pair_redere2.wav,750,3
レデレ,0-1 pair,stimuli/0-1 pair_redere1.wav,stimuli/0-1 pair_redere5.wav,stimuli/0-1 pair_redere3.wav,750,3
レデレ,0-1 pair,stimuli/0-1 pair_redere1.wav,stimuli/0-1 pair_redere5.wav,stimuli/0-1 pair_redere4.wav,750,3
レデレ,1-2 pair,stimuli/1-2 pair_redere5.wav,stimuli/1-2 pair_redere1.wav,stimuli/1-2 pair_redere2.wav,750,3
レデレ,1-2 pair,stimuli/1-2 pair_redere1.wav,stimuli/1-2 pair_redere5.wav,stimuli/1-2 pair_redere3.wav,750,3
レデレ,1-2 pair,stimuli/1-2 pair_redere1.wav,stimuli/1-2 pair_redere5.wav,stimuli/1-2 pair_redere4.wav,750,3
レッテレ,0-1 pair,stimuli/0-1 pair_rettere1.wav,stimuli/0-1 pair_rettere7.wav,stimuli/0-1 pair_rettere2.wav,1000,4
レッテレ,0-1 pair,stimuli/0-1 pair_rettere7.wav,stimuli/0-1 pair_rettere1.wav,stimuli/0-1 pair_rettere3.wav,1000,4
レッテレ,0-1 pair,stimuli/0-1 pair_rettere1.wav,stimuli/0-1 pair_rettere7.wav,stimuli/0-1 pair_rettere4.wav,1000,4
レッテレ,0-1 pair,stimuli/0-1 pair_rettere1.wav,stimuli/0-1 pair_rettere7.wav,stimuli/0-1 pair_rettere5.wav,1000,4
レッテレ,0-1 pair,stimuli/0-1 pair_rettere7.wav,stimuli/0-1 pair_rettere1.wav,stimuli/0-1 pair_rettere6.wav,1000,4
レッテレ,1-3 pair,stimuli/1-3 pair_rettere7.wav,stimuli/1-3 pair_rettere1.wav,stimuli/1-3 pair_rettere2.wav,1000,4
レッテレ,1-3 pair,stimuli/1-3 pair_rettere1.wav,stimuli/1-3 pair_rettere7.wav,stimuli/1-3 pair_rettere3.wav,1000,4
レッテレ,1-3 pair,stimuli/1-3 pair_rettere7.wav,stimuli/1-3 pair_rettere1.wav,stimuli/1-3 pair_rettere4.wav,1000,4
レッテレ,1-3 pair,stimuli/1-3 pair_rettere7.wav,stimuli/1-3 pair_rettere1.wav,stimuli/1-3 pair_rettere5.wav,1000,4
レッテレ,1-3 pair,stimuli/1-3 pair_rettere7.wav,stimuli/1-3 pair_rettere1.wav,stimuli/1-3 pair_rettere6.wav,1000,4
レッデレ,0-1 pair,stimuli/0-1 pair_reddere1.wav,stimuli/0-1 pair_reddere7.wav,stimuli/0-1 pair_reddere2.wav,1000,4
レッデレ,0-1 pair,stimuli/0-1 pair_reddere1.wav,stimuli/0-1 pair_reddere7.wav,stimuli/0-1 pair_reddere3.wav,1000,4
レッデレ,0-1 pair,stimuli/0-1 pair_reddere1.wav,stimuli/0-1 pair_reddere7.wav,stimuli/0-1 pair_reddere4.wav,1000,4
レッデレ,0-1 pair,stimuli/0-1 pair_reddere7.wav,stimuli/0-1 pair_reddere1.wav,stimuli/0-1 pair_reddere5.wav,1000,4
レッデレ,0-1 pair,stimuli/0-1 pair_reddere1.wav,stimuli/0-1 pair_reddere7.wav,stimuli/0-1 pair_reddere6.wav,1000,4
レッデレ,1-3 pair,stimuli/1-3 pair_reddere7.wav,stimuli/1-3 pair_reddere1.wav,stimuli/1-3 pair_reddere2.wav,1000,4
レッデレ,1-3 pair,stimuli/1-3 pair_reddere1.wav,stimuli/1-3 pair_reddere7.wav,stimuli/1-3 pair_reddere3.wav,1000,4
レッデレ,1-3 pair,stimuli/1-3 pair_reddere7.wav,stimuli/1-3 pair_reddere1.wav,stimuli/1-3 pair_reddere4.wav,1000,4
レッデレ,1-3 pair,stimuli/1-3 pair_reddere7.wav,stimuli/1-3 pair_reddere1.wav,stimuli/1-3 pair_reddere5.wav,1000,4
レッデレ,1-3 pair,stimuli/1-3 pair_reddere1.wav,stimuli/1-3 pair_reddere7.wav,stimuli/1-3 pair_reddere6.wav,1000,4
